artist,genre,lyric,date
이효리,댄스,Ooh boy Bring it back좀 더 Naughty 하게Ooh boy Bring it back좀 더 Trendy 하게Ooh boy Bring it back내게 보여줘봐Ooh boy Bring it backLet me show you like thatSame Same똑같이 따라한 음악이 좋니같은 Rhythm 같은 Rhyme 같은Passion 같은 SoundWhy 이젠 지겹지도 않니High 너만의 뭔갈 만들어봐매일 똑같아 좀 더 색다른 걸 원해매일 똑같이 노래하고 춤추고지겨워 똑같아 모두 다 똑같아나만의 특별한 무대 내겐 필요해똑같은 노랠 불러도 Sexy 하게 춤 춰도난 좀 Move it differently특별한 나의 모든 것 My prideOoh boy Bring it back좀 더 Naughty 하게Ooh boy Bring it back좀 더 Trendy 하게Ooh boy Bring it back내게 보여줘봐Ooh boy Bring it backLet me show you like that넌 그것 밖에 Low 내겐 안 돼 Flow날 따라와도 거기 뿐 인걸 A A날 보는 네 눈빛을 느낄 수 있어Deep it low Bring it up slow넌 이해 할 수도 없을걸난 좀 특별한 걸 알 수 있을걸 RightWoo boy 나는 무대 위의 Killer보여줘 You backLet me see you go crazy무대 위 넌 Drama queen창피한 가짜 액세서리난 좀 Move it differently특별한 나의 모든 것 My prideOoh boy Bring it back좀 더 Naughty 하게Ooh boy Bring it back좀 더 Trendy 하게Ooh boy Bring it back내게 보여줘봐Ooh boy Bring it backLet me show you like that뭔가 특별한 이런 나만의 Sound한 번도 들어 보지 못한 New styleWhat you want색다른 나를 한번 봐봐 Number oneJealous Come Check my lady지금이 재미있는 Game모두 하나같이 부러워해너의 그런 맘이 내가 좀 특별하니생각 하겠지 So let me beBring it backOoh boy Bring it back좀 더 Naughty 하게Ooh boy Bring it back좀 더 Trendy 하게Ooh boy Bring it back내게 보여줘봐Ooh boy Bring it backLet me show you like that네가 나를 알아도 같이 Move 춤춰도내겐 상대가 안 돼Now turn around andbring it back ohOoh boy Bring it back좀 더 Naughty 하게Ooh boy Bring it back좀 더 Trendy 하게Ooh boy Bring it back내게 보여줘봐Ooh boy Bring it backLet me show you like thatOoh boy Bring it back좀 더 Naughty 하게Ooh boy Bring it back좀 더 Trendy 하게Ooh boy Bring it back내게 보여줘봐Ooh boy Bring it backLet me show you like thatBring it back bring it back boyBring it back bring it back boyBring it back bring it back boyBring it back bring it back boyBring it back bring it back boyBring it back bring it back boyBring it back bring it back boyBring it back bring it back boy ,2010.04.12
2PM,댄스,"I’m gonna get stronger그래 헤어진 게 더 좋아어차피 언젠 간 너와 이런 일이 있었을 것 같애넌 분명히 이랬을 것 같애 그럴 바에야 차라리 지금인 게 낫지깊이 사랑하게 되고 나서 알지 않은 걸 다행으로 생각해 그래서I’m ok 내 모든걸 아낌없이 다 줬어너를 믿었기에 내 모든걸 다 줬어넌 그걸 버렸어I gave you my everything그래서 이젠 I’m gonna be okGonna be okI’ll be okGonna be okbaby without youbaby without you 너 없이 멋지게 더 멋지게 일어날 거야 살아갈 거야 Listeneverything happens for a reasoneverything happens for a reason다른 남잘 만난 거는이번 한 번뿐 이라는 말도 안 되는 말로보나마나 탄로 날 얘기말고 그냥 돌아서 내가 너무 아퍼너를 보는 게 그만 하고 싶어매일매일 나는 속고 있었어네가 어떤 사람인지 조차 몰랐어이제는 알았어 넌 사랑을 몰라그래서 이젠I’m gonna be okGonna be okI’ll be okGonna be okbaby without youbaby without you 너 없이 멋지게 더 멋지게 일어날 거야 살아갈 거야 왜 내게 이랬니why대체 내게 왜 그랬니made me cry 우리가 가졌던걸 다 버릴 정도로값어치 있는 일이었던 건 맞니우리가 함께했던 시간들이또 함께 할 수 있었던 시간들이아쉽지도 않니너는 상관없니 지금 넌Are you ok without meI’m gonna be okGonna be okI’ll be okGonna be okbaby without youbaby without you 너 없이 멋지게 더 멋지게 일어날 거야 살아갈 거야
				",2010.04.19
민경훈,록/메탈,한참을 힘껏 달려도늘 제자리인 것 같아세상은 먼저 달려가고난 멈춰 진 듯 해늘 걱정하듯 하는 말시간이 흘러 갈수록내 더딘 걸음 재촉 해도더 뒤쳐진다고Oh 뭐 그까짓거 아무려면 어때좀 느릿 느릿 그러면 또 어때천천히 걸어이렇게 잠시 이렇게괜찮아 괜찮아 It's alright지칠 땐 그냥 힘들 땐 그냥한번쯤 쉬면 어때다 잘될 건데나는 내 꿈을 믿어조금은 더딘 걸음도언젠가 바다 위로 가면힘차게 헤엄 칠 수 있어그까짓거 아무려면 어때좀 느릿 느릿 그러면 또 어때자 이제 다시시작해 다시 시작해괜찮아 괜찮아 It's alright오늘 한 걸음 내일 한 걸음천천히 날아올라난 할 수 있어혼자라고 느낄 땐나만 작아 보일 땐자꾸만 주저 앉고 싶을 땐천천히 걸어이렇게 잠시 이렇게괜찮아 어때 잘 될 건데지칠 땐 그냥 힘들 땐 그냥괜찮아 괜찮아 It's alright다시 시작해 다시 시작해괜찮아 괜찮아 It's alright오늘 한걸음 내일 한걸음천천히 날아올라난 할 수 있어 ,2010.03.29
이효리,댄스,Are you ready비슷하게 날 따라해허락도 없이 They use my name너도 알잖아 U know what I'm sayin'긴장해 Cause I'm back비슷하게 날 따라해하지만 사람들은 Say my name모두 알잖아 Never be the same걱정 마 Cause I'm back머리부터 발끝까지 빛나게Swagger Like Me 따라해어리버리 보면 다 비슷한데어머 자세히 보니 아니네초콜릿 피부에 Fine S That's Me빛나는 몸매 눈부시게나는 달라 항상 앞서 나가니까어딜 가도 Luv in me n Luv my style눈을 뗄 수가 없게보여줄게 who's real아무리 날 따라 해봐도나는 매년 나는 매번 앞서 가는걸비슷하게 날 따라해허락도 없이 They use my name너도 알잖아 U know what I'm sayin'긴장해 Cause I'm back비슷하게 날 따라해하지만 사람들은 Say my name모두 알잖아 Never be the same걱정 마 Cause I'm back질리도록 똑같은 노래자꾸 머릴 아프게 해I'm the Only One 모두 바꿔놔새로운 스타일이 필요해나의 목소린마치 달콤한 Ice cream처럼널 빠지게 끌리게 해나를 원하고 또 원하게눈을 뗄 수가 없게보여줄게 who's real아무리 날 따라 해봐도나는 매년 나는 매번 앞서 가는걸비슷하게 날 따라해허락도 없이 They use my name너도 알잖아 U know what I'm sayin'긴장해 Cause I'm back비슷하게 날 따라해하지만 사람들은 Say my name모두 알잖아 Never be the same걱정 마 Cause I'm back난 언제나 앞서가지 한 발 더So let me break it down 뒤로 물러서Look at me 이런 건 본 적 없을걸흔해 빠진 말들로 나를 설명하려 하지마효리 I can make it rain오직 10분이면 내게 충분해너의 시선을 뺏지 난 숨이 멎지여기 무대 위 거친 날 보며 놀라겠지Don't stop 계속 달려가 언제나So fly 높이 날아가 난Ain't no doubt 제대로니까이길 자신 없다면 내게 덤비지 마Supa Dupa sexy sexySupa Dupa flash flash이런 나를 비교마못 이길 자존심은 가져가우물쭈물 있지 마 그냥 나를 따라와비슷하게 날 따라해허락도 없이 They use my name너도 알잖아 U know what I'm sayin'긴장해 Cause I'm back비슷하게 날 따라해하지만 사람들은 Say my name모두 알잖아 Never be the same걱정 마 Cause I'm back비슷하게 날 따라해허락도 없이 They use my name너도 알잖아 U know what I'm sayin'긴장해 Cause I'm back비슷하게 날 따라해하지만 사람들은 Say my name모두 알잖아 Never be the same걱정 마 Cause I'm back ,2010.04.12
이효리,발라드,너무 많이 겪었던 가벼운 인연들너 또한 그렇게 스쳐갈 줄 알았어시간이 갈수록 조금 너는 달랐어그저 그런 가식 없이 넌네 맘을 다 보여 주었지I don't wanna see you cry널 보면 잊었던 뜨거웠던 꿈어린 내가 떠올라You always give me a smile어제보다 멋질 내일에Tell me how did we get 꿈같은 기억들How did we get 아팠던 눈물도How did we get we get 여기까지How did we get 함께 걸어 왔으니내가 내가 이젠 이젠너의 손 놓지 않을 테니빛나는 별처럼 늘 반짝 거리며내 삶을 비춰준 오직 단 한 사람믿지 못할걸 얼마나 간절히널 만날 수 있길 내가 바래 왔는지But I don't wanna let you down겁쟁이던 내가 널 보면서조금씩 자라났어You always give me a dream내 미래가 돼 준 너만을 위해Tell me how did we get 꿈같은 기억들How did we get 아팠던 눈물도How did we get we get 여기까지How did we get 함께 걸어 왔으니내가 내가 이젠 이젠너의 손 놓지 않을 테니Tell me how did we get 함께할 시간들How did we get 어떤 상처라도How did we get we get 저 끝까지How did we get 함께 걸어갈 테니우리 우리 둘이 둘이이젠 함께 걸어갈 테니 ,2010.04.12
제국의아이들 (ZE:A),댄스,,2010.03.25
조성모,발라드,데일 듯이 뜨겁던 그날에멈출수가 없었던 사람가끔씩 바람이 불어도 가슴이 젖어베인 듯이 그날에 기억이아직까지 내곁에 남아가끔씩 당신을 데려와가슴이 떨려 지금사랑받던 날들에 감사하며그리고 아쉬워하며 사랑했던 날들에하지못한 말들이 너무 많지만 이젠안녕보일 듯이 어제와 같듯이닿을듯한 너의 기억이가끔씩 그때를 보여줘가슴이 벅차 지금사랑받던 날들에 감사하며그리고 아쉬워하며 사랑했던 날들에하지못한 말들이 너무 많지만 이젠안녕아파도 참아야겠지 널 위한다면나 아닌 사람도 사랑일테니날 만난 그 날처럼행복하길 바랄게 그 날처럼웃으며 살길 바랄게 행복했던그 날에 감사하며그리고 사랑했었던 사람 안녕 ,2010.04.05
솔비,발라드,혹시 듣고 있나요 지금 나의 노래를제발 어디선가 듣길 바래요그대를 향한 마음 그저 전해지기를두 손 모아 간절히 바래요비가 오던 어느 날 작은 우산을 주며감기 조심하란 그 한 마디가자꾸 귀에 맴돌고 가슴 한쪽에 남아그댈 지울 수 없을 것 같아요어쩌죠 어쩌죠 어쩌죠 어쩌죠아직 남아있는 사진들을어쩌죠 어쩌죠 난 이제 어쩌죠그대 없인 안되나 봐요비가 오던 어느 날나를 안아 주던 날그때 생각이 날 힘들게 해요지워지지 않아요 그댈 잊기 싫어요제발 이 노래를 듣길 바래요비가 오던 어느 날작은 내 손을 잡고손이 차갑다며 살며시 잡던그 모습이 그립고 너무 그리워져서그대 없이는 안될것 같아요어쩌죠 어쩌죠 어쩌죠 어쩌죠지워지지 않는 그리움을어쩌죠 어쩌죠 난 이제 어쩌죠그대뿐인 나의 사랑을비가 오던 어느 날나를 안아주던 날그때 생각이 날 힘들게 해요하나 뿐인 그대를 사랑해요 영원히제발 이 노래를 듣길 바래요내 하나뿐인 그댈 사랑해요 영원히제발 이 노래를 듣길 바래요이 노래를 듣길 바래요 ,2010.04.06
박명수,댄스,F Y A H Fyah Fyah Fyah Fyah넌 내 눈만 더 바라 바라 봐넌 내게만 더 빠져 빠져 봐널 보면 자꾸만 멈춰버릴 내 시간너 때문에 난 불타올라 Fyah시간아 멈춰 오늘만 만취뛰는 심장소리 Come on Get Crazy Ha하나둘씩 리듬속에 빠져들어소리질러 Fyah De De De De너 때문에 Music Makes me high날 바라봐 소리질러 봐 너만의 Fyah너만 보는 아이야 내게로 와모두 해 줄게 난 너의 Fyah불타버린 아이야너 때문에 Fyah Fyah Fyah Fyah널 보면 Fyah Fyah Fyah Fyah자꾸만 Fyah Fyah Fyah Fyahoh oh Fyah Fyah Fyah Fyah너에게만 더 들려 들려 가너에게만 더 빠져 빠져 가널 보면 자꾸만 뜨거워 지는 이 맘너 때문에 난 불타올라 Fyah시간아 멈춰 오늘만 만취뛰는 심장소리 Come on Get Crazy Ha하나둘씩 리듬속에 빠져들어소리질러 FyahDe De De De 너 때문에Music Makes me high날 바라봐 소리질러 봐 너만의 Fyah너만 보는 아이야 내게로 와모두 해 줄게 난 너의 Fyah불타버린 아이야너 때문에 Fyah Fyah Fyah Fyah널 보면 Fyah Fyah Fyah Fyah자꾸만 Fyah Fyah Fyah Fyahoh oh Fyah Fyah Fyah Fyah날 바라봐 내게로 와날 바라봐 소리질러 봐너만의 Fyah 너만 보는 아이야내게로 와 모두 해 줄게난 너의 Fyah 불타버린 아이야너 때문에 Fyah Fyah Fyah Fyah널 보면 Fyah Fyah Fyah Fyah자꾸만 Fyah Fyah Fyah Fyahoh oh Fyah Fyah Fyah Fyah ,2010.04.05
브라운 아이드 소울,발라드,나도 모르게터지고만 웃음모두가 나를 봐이런 일 첨이야무뎌진 입술투박해진 내 손이멈춰있던 내 맘이살며시 녹아부드러워져길을 걸으며빨라진 발걸음바보처럼 보여웃어도 난 좋아가만히 들어봐 I feel good살며시 다가와 I feel your love사랑이 불어와내게로거리가 온통내 맘에 꼭 들어바람도 햇살도너무나 달콤해무뎌진 표정투박해진 말투가멈춰있던 내 맘에살며시 녹아부드러워져길을 걸으며빨라진 발걸음바보처럼 보여웃어도 난 좋아가만히 들어봐 I feel good살며시 다가와 I feel your love사랑이 불어와you blowin my mind그녀는 사랑의 메신져그녀는 내 맘에 멈춰서그녀는 내게만 눈부셔you blowin my mind그녀는 사랑의 메신져그녀는 내 맘에 멈춰서그녀는 내게만 눈부셔you blowin my mind그녀는 사랑의 메신져그녀는 내 맘에 멈춰서그녀는 내게만 눈부셔you blowin my mind그녀는 사랑의 메신져그녀는 내 맘에 멈춰서그녀는 내게만 눈부셔you blowin my mind그녀는 사랑의 메신져그녀는 내 맘에 멈춰서그녀는 내게만 눈부셔you blowin my mind그녀는 사랑의 메신져그녀는 내 맘에 멈춰서그녀는 내게만 눈부셔you blowin my mind그녀는 사랑의 메신져그녀는 내 맘에 멈춰서그녀는 내게만 눈부셔 ,2010.03.25
